caminho,tipo,feature,responsabilidade,camada,importadores_principais,dependencias_pesadas,leitura_dados,escrita_dados,cache_atual,invalidacao_atual,risco_seguranca,risco_desempenho,codigo_duplicado,teste_associado,acao_recomendada,prioridade,estado
tests/unit/calendar-navigation.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/calendar-navigation.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/category.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/category.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/client-contact.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/client-contact.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/client-export.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/client-export.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/client-photos.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/client-photos.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/client-preferences.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/client-preferences.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/color-contrast.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/color-contrast.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/completion.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/completion.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/confirmation-state.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/confirmation-state.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/cron-auth.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/cron-auth.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/csv-export.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/csv-export.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/daily-schedule.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/daily-schedule.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/dashboard-summary.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/dashboard-summary.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/design-tokens-contrast.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/design-tokens-contrast.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/discount.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/complete-appointment-discount.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/email.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/email.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/extras.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/complete-appointment-extras.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/finance-period.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/finance-period.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/finance-summary.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/finance-summary.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/free-slots-summary.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/free-slots-summary.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/health-route.test.ts,test-unit,unit-tests,,test,,,,,no-store,,sem sinal automatico,,,tests/unit/health-route.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/hours-step.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/hours-step.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/hours-summary.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/hours-summary.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/ics.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/ics.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/image-processing.test.ts,test-unit,unit-tests,,test,,from 'sharp',select/from,,,,sem sinal automatico,,,tests/unit/image-processing.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/logger.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/logger.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/manifest.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/manifest.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/maps-url.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/maps-url.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/metrics.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/metrics.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/month-calendar.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/month-calendar.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/no-show-policy.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/no-show-policy.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/open-location.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/open-location.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/package-cart.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/package-cart.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/package.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/package.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/password-requirements.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/password-requirements.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/pdf-export.test.ts,test-unit,unit-tests,,test,,,select/from,,,,sem sinal automatico,,,tests/unit/pdf-export.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/pdf-layout.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/pdf-layout.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/phone.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/phone.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/public-profile.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/public-profile.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/publish-step.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/publish-step.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/rate-limit.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/rate-limit.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/recurrence-conflicts.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/recurrence-conflicts.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/recurrence.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/recurrence.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/reminder-badges.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/reminder-badges.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/reminder-groups.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/reminder-groups.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/reminder-template.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/reminder-template.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/require-profile.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/require-profile.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/rules-step.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/rules-step.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/service-worker-cache-policy.test.ts,test-unit,unit-tests,,test,,,,,no-store,,sem sinal automatico,,,tests/unit/service-worker-cache-policy.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/service.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/service.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/services-step.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/services-step.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/slot-formatting.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/slot-formatting.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/submit-public-booking.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/submit-public-booking.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/timezone-aware-slots.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/timezone-aware-slots.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/wizard.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/appointment-wizard.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/write-confirmation.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/write-confirmation.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/xlsx-export.test.ts,test-unit,unit-tests,,test,,from 'exceljs',,,,,sem sinal automatico,,,tests/unit/xlsx-export.test.ts,,,revisto (automatizado por padrao de conteudo)
tsconfig.json,config-json,root,,shared,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
vercel.json,config-json,root,,shared,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
vitest.config.ts,module-ts,root,,shared,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
src/lib/auth/get-auth-context.ts,module-ts,auth,"PR3: novo — resolve claims+profile+tenant slug numa unica funcao cache()-memoizada por request; pura, sem redirect/signOut",server,src/lib/auth/require-profile.ts,,select/from,,react-cache,,sem sinal automatico,baixo — leitura server-only sem PII em log,nao — substitui as duas queries redundantes de dashboard/page.tsx e mais/page.tsx,tests/unit/get-auth-context.test.ts,nenhuma pendente,baixa,revisto (manual PR3)
tests/unit/get-auth-context.test.ts,test-unit,unit-tests,PR3: novo — 17 testes de getAuthContext/requireProfile/getOptionalProfile com Supabase client mockado,test,,,,,,,sem sinal automatico,,,,,,revisto (manual PR3)
tests/unit/middleware.test.ts,test-unit,unit-tests,PR3: novo — 10 testes de src/middleware.ts com @supabase/ssr mockado (limite documentado no cabecalho do ficheiro),test,,,,,,,sem sinal automatico,,,,,,revisto (manual PR3)
